cancer_type	tissue	target_index	track_name	strand	assay_title	output_type	ontology_curie	biosample_name	biosample_type	biosample_life_stage	data_source	gtex_tissue	histone_mark	transcription_factor	nonzero_mean	matched_patterns
KIRC	Kidney	2644	UBERON:0002113 Histone ChIP-seq H3K4me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002113	kidney	tissue	adult	encode		H3K4me3		0.7985708117485046	\bkidney\b;\bkidney\b
KIRC	Kidney	2645	UBERON:0002113 Histone ChIP-seq H3K9ac	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002113	kidney	tissue	adult	encode		H3K9ac		0.8986935615539551	\bkidney\b;\bkidney\b
KIRC	Kidney	1255	UBERON:0002113 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0002113	kidney	tissue	adult	encode				0.13756509125232697	\bkidney\b;\bkidney\b
KIRC	Kidney	1526	UBERON:0002113 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0002113	kidney	tissue	adult	encode				0.13756509125232697	\bkidney\b;\bkidney\b
KIRC	Kidney	403	hCAGE UBERON:0002113	+	hCAGE	OutputType.CAGE	UBERON:0002113	kidney	tissue		fantom				23.436513900756836	\bkidney\b;\bkidney\b
KIRC	Kidney	676	hCAGE UBERON:0002113	-	hCAGE	OutputType.CAGE	UBERON:0002113	kidney	tissue		fantom				23.436513900756836	\bkidney\b;\bkidney\b
KIRC	Kidney	5455	junction_UBERON:0002113 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0002113	kidney	tissue							\bkidney\b;\bkidney\b
KIRC	Kidney	5456	junction_UBERON:0002113 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0002113	kidney	tissue							\bkidney\b;\bkidney\b
KIRC	Kidney	4722	usage_UBERON:0002113 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002113	kidney	tissue	adult	encode					\bkidney\b;\bkidney\b
KIRC	Kidney	5089	usage_UBERON:0002113 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002113	kidney	tissue	adult	encode					\bkidney\b;\bkidney\b
KIRC	Kidney	993	UBERON:0004538 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0004538	left kidney	tissue	embryonic	encode				2.1672964096069336	\bkidney\b;\bkidney\b
KIRC	Kidney	5482	junction_UBERON:0004538 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0004538	left kidney	tissue							\bkidney\b;\bkidney\b
KIRC	Kidney	1011	UBERON:0018117 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0018117	left renal cortex interstitium	tissue	embryonic	encode				0.9994888305664062	\brenal\b
KIRC	Kidney	5519	junction_UBERON:0018117 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0018117	left renal cortex interstitium	tissue							\brenal\b
KIRC	Kidney	1009	UBERON:0018115 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0018115	left renal pelvis	tissue	embryonic	encode				1.1233245134353638	\brenal\b
KIRC	Kidney	5517	junction_UBERON:0018115 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0018115	left renal pelvis	tissue							\brenal\b
KIRC	Kidney	1190	UBERON:0000081 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0000081	metanephros	tissue	embryonic	encode				0.06954433768987656	\bmetanephros\b
KIRC	Kidney	1461	UBERON:0000081 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0000081	metanephros	tissue	embryonic	encode				0.06954433768987656	\bmetanephros\b
KIRC	Kidney	5360	junction_UBERON:0000081 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0000081	metanephros	tissue							\bmetanephros\b
KIRC	Kidney	4626	usage_UBERON:0000081 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0000081	metanephros	tissue	embryonic	encode					\bmetanephros\b
KIRC	Kidney	4993	usage_UBERON:0000081 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0000081	metanephros	tissue	embryonic	encode					\bmetanephros\b
KIRC	Kidney	997	UBERON:0005270 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0005270	renal cortex interstitium	tissue	embryonic	encode				0.4723626971244812	\brenal\b
KIRC	Kidney	5489	junction_UBERON:0005270 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0005270	renal cortex interstitium	tissue							\brenal\b
KIRC	Kidney	948	UBERON:0001224 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0001224	renal pelvis	tissue	embryonic	encode				2.1799817085266113	\brenal\b
KIRC	Kidney	5399	junction_UBERON:0001224 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0001224	renal pelvis	tissue							\brenal\b
KIRC	Kidney	994	UBERON:0004539 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0004539	right kidney	tissue	embryonic	encode				1.0729928016662598	\bkidney\b;\bkidney\b
KIRC	Kidney	1012	UBERON:0018118 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0018118	right renal cortex interstitium	tissue	embryonic	encode				1.2882170677185059	\brenal\b
KIRC	Kidney	5520	junction_UBERON:0018118 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0018118	right renal cortex interstitium	tissue							\brenal\b
KIRC	Kidney	1010	UBERON:0018116 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0018116	right renal pelvis	tissue	embryonic	encode				1.0260438919067383	\brenal\b
KIRC	Kidney	5518	junction_UBERON:0018116 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0018116	right renal pelvis	tissue							\brenal\b
KIRC	Kidney	123	UBERON:0000056 ATAC-seq	.	ATAC-seq	OutputType.ATAC	UBERON:0000056	ureter	tissue	adult	encode				0.48642194271087646	\bureter\b
KIRC	Kidney	927	UBERON:0000056 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0000056	ureter	tissue	adult	encode				0.7453031539916992	\bureter\b
KIRC	Kidney	1189	UBERON:0000056 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0000056	ureter	tissue	adult	encode				0.1433965563774109	\bureter\b
KIRC	Kidney	1460	UBERON:0000056 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0000056	ureter	tissue	adult	encode				0.1433965563774109	\bureter\b
KIRC	Kidney	5359	junction_UBERON:0000056 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0000056	ureter	tissue							\bureter\b
KIRC	Kidney	4625	usage_UBERON:0000056 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0000056	ureter	tissue	adult	encode					\bureter\b
KIRC	Kidney	4992	usage_UBERON:0000056 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0000056	ureter	tissue	adult	encode					\bureter\b
KIRP	Kidney	1624	UBERON:0001225 gtex Kidney_Cortex polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0001225	cortex of kidney	tissue	adult	gtex	Kidney_Cortex			0.06602127104997635	\bkidney\b;\bkidney\b
KIRP	Kidney	4666	usage_UBERON:0001225 gtex Kidney_Cortex polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001225	cortex of kidney	tissue	adult	gtex	Kidney_Cortex				\bkidney\b;\bkidney\b
KIRP	Kidney	5033	usage_UBERON:0001225 gtex Kidney_Cortex polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001225	cortex of kidney	tissue	adult	gtex	Kidney_Cortex				\bkidney\b;\bkidney\b
KIRP	Kidney	1626	UBERON:0001293 gtex Kidney_Medulla polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0001293	outer medulla of kidney	tissue	adult	gtex	Kidney_Medulla			0.18485306203365326	\bkidney\b;\bkidney\b
KIRP	Kidney	4672	usage_UBERON:0001293 gtex Kidney_Medulla polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001293	outer medulla of kidney	tissue	adult	gtex	Kidney_Medulla				\bkidney\b;\bkidney\b
KIRP	Kidney	5039	usage_UBERON:0001293 gtex Kidney_Medulla polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001293	outer medulla of kidney	tissue	adult	gtex	Kidney_Medulla				\bkidney\b;\bkidney\b
KIRP	Kidney	5400	junction_UBERON:0001225 gtex Kidney_Cortex polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0001225	cortex of kidney	tissue			Kidney_Cortex				\bkidney\b;\bkidney\b
KIRP	Kidney	5406	junction_UBERON:0001293 gtex Kidney_Medulla polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0001293	outer medulla of kidney	tissue			Kidney_Medulla				\bkidney\b;\bkidney\b
KIRP	Kidney	1254	UBERON:0002113 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0002113	kidney	tissue	adult	encode				0.5964622497558594	\bkidney\b;\bkidney\b
KIRP	Kidney	1525	UBERON:0002113 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0002113	kidney	tissue	adult	encode				0.5964622497558594	\bkidney\b;\bkidney\b
KIRP	Kidney	1647	UBERON:0002113 polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0002113	kidney	tissue	embryonic	encode				0.22629043459892273	\bkidney\b;\bkidney\b
KIRP	Kidney	4721	usage_UBERON:0002113 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002113	kidney	tissue	adult	encode					\bkidney\b;\bkidney\b
KIRP	Kidney	5088	usage_UBERON:0002113 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002113	kidney	tissue	adult	encode					\bkidney\b;\bkidney\b
KIRP	Kidney	1662	UBERON:0004538 polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0004538	left kidney	tissue	embryonic	encode				0.3590563237667084	\bkidney\b;\bkidney\b
KIRP	Kidney	4748	usage_UBERON:0004538 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0004538	left kidney	tissue	embryonic	encode					\bkidney\b;\bkidney\b
KIRP	Kidney	5115	usage_UBERON:0004538 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0004538	left kidney	tissue	embryonic	encode					\bkidney\b;\bkidney\b
KIRP	Kidney	1682	UBERON:0018117 polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0018117	left renal cortex interstitium	tissue	embryonic	encode				0.21519021689891815	\brenal\b
KIRP	Kidney	4785	usage_UBERON:0018117 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0018117	left renal cortex interstitium	tissue	embryonic	encode					\brenal\b
KIRP	Kidney	5152	usage_UBERON:0018117 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0018117	left renal cortex interstitium	tissue	embryonic	encode					\brenal\b
KIRP	Kidney	1680	UBERON:0018115 polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0018115	left renal pelvis	tissue	embryonic	encode				0.2682223618030548	\brenal\b
KIRP	Kidney	4783	usage_UBERON:0018115 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0018115	left renal pelvis	tissue	embryonic	encode					\brenal\b
KIRP	Kidney	5150	usage_UBERON:0018115 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0018115	left renal pelvis	tissue	embryonic	encode					\brenal\b
KIRP	Kidney	1665	UBERON:0005270 polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0005270	renal cortex interstitium	tissue	embryonic	encode				0.273677796125412	\brenal\b
KIRP	Kidney	4755	usage_UBERON:0005270 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0005270	renal cortex interstitium	tissue	embryonic	encode					\brenal\b
KIRP	Kidney	5122	usage_UBERON:0005270 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0005270	renal cortex interstitium	tissue	embryonic	encode					\brenal\b
KIRP	Kidney	1623	UBERON:0001224 polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0001224	renal pelvis	tissue	embryonic	encode				0.26900357007980347	\brenal\b
KIRP	Kidney	4665	usage_UBERON:0001224 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001224	renal pelvis	tissue	embryonic	encode					\brenal\b
KIRP	Kidney	5032	usage_UBERON:0001224 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001224	renal pelvis	tissue	embryonic	encode					\brenal\b
KIRP	Kidney	1683	UBERON:0018118 polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0018118	right renal cortex interstitium	tissue	embryonic	encode				0.3656761348247528	\brenal\b
KIRP	Kidney	4786	usage_UBERON:0018118 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0018118	right renal cortex interstitium	tissue	embryonic	encode					\brenal\b
KIRP	Kidney	5153	usage_UBERON:0018118 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0018118	right renal cortex interstitium	tissue	embryonic	encode					\brenal\b
KIRP	Kidney	1681	UBERON:0018116 polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0018116	right renal pelvis	tissue	embryonic	encode				0.25852155685424805	\brenal\b
KIRP	Kidney	4784	usage_UBERON:0018116 polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0018116	right renal pelvis	tissue	embryonic	encode					\brenal\b
KIRP	Kidney	5151	usage_UBERON:0018116 polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0018116	right renal pelvis	tissue	embryonic	encode					\brenal\b
KIRP	Kidney	146	UBERON:0002113 ATAC-seq	.	ATAC-seq	OutputType.ATAC	UBERON:0002113	kidney	tissue	adult	encode				0.40251538157463074	\bkidney\b;\bkidney\b
KIRP	Kidney	975	UBERON:0002113 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0002113	kidney	tissue	adult	encode				1.0922431945800781	\bkidney\b;\bkidney\b
KIRP	Kidney	2641	UBERON:0002113 Histone ChIP-seq H3K27ac	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002113	kidney	tissue	adult	encode		H3K27ac		0.9552195072174072	\bkidney\b;\bkidney\b
KIRP	Kidney	2642	UBERON:0002113 Histone ChIP-seq H3K36me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002113	kidney	tissue	adult	encode		H3K36me3		0.798854410648346	\bkidney\b;\bkidney\b
KIRP	Kidney	2643	UBERON:0002113 Histone ChIP-seq H3K4me1	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002113	kidney	tissue	adult	encode		H3K4me1		0.8005074858665466	\bkidney\b;\bkidney\b
KIRP	Kidney	2644	UBERON:0002113 Histone ChIP-seq H3K4me3	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002113	kidney	tissue	adult	encode		H3K4me3		0.7985708117485046	\bkidney\b;\bkidney\b
KIRP	Kidney	2645	UBERON:0002113 Histone ChIP-seq H3K9ac	.	Histone ChIP-seq	OutputType.CHIP_HISTONE	UBERON:0002113	kidney	tissue	adult	encode		H3K9ac		0.8986935615539551	\bkidney\b;\bkidney\b
KIRP	Kidney	1255	UBERON:0002113 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0002113	kidney	tissue	adult	encode				0.13756509125232697	\bkidney\b;\bkidney\b
KIRP	Kidney	1526	UBERON:0002113 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0002113	kidney	tissue	adult	encode				0.13756509125232697	\bkidney\b;\bkidney\b
KIRP	Kidney	403	hCAGE UBERON:0002113	+	hCAGE	OutputType.CAGE	UBERON:0002113	kidney	tissue		fantom				23.436513900756836	\bkidney\b;\bkidney\b
KIRP	Kidney	676	hCAGE UBERON:0002113	-	hCAGE	OutputType.CAGE	UBERON:0002113	kidney	tissue		fantom				23.436513900756836	\bkidney\b;\bkidney\b
KIRP	Kidney	5455	junction_UBERON:0002113 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0002113	kidney	tissue							\bkidney\b;\bkidney\b
KIRP	Kidney	5456	junction_UBERON:0002113 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0002113	kidney	tissue							\bkidney\b;\bkidney\b
KIRP	Kidney	4722	usage_UBERON:0002113 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002113	kidney	tissue	adult	encode					\bkidney\b;\bkidney\b
KIRP	Kidney	5089	usage_UBERON:0002113 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002113	kidney	tissue	adult	encode					\bkidney\b;\bkidney\b
KIRP	Kidney	993	UBERON:0004538 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0004538	left kidney	tissue	embryonic	encode				2.1672964096069336	\bkidney\b;\bkidney\b
KIRP	Kidney	5482	junction_UBERON:0004538 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0004538	left kidney	tissue							\bkidney\b;\bkidney\b
KIRP	Kidney	1011	UBERON:0018117 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0018117	left renal cortex interstitium	tissue	embryonic	encode				0.9994888305664062	\brenal\b
KIRP	Kidney	5519	junction_UBERON:0018117 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0018117	left renal cortex interstitium	tissue							\brenal\b
KIRP	Kidney	1009	UBERON:0018115 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0018115	left renal pelvis	tissue	embryonic	encode				1.1233245134353638	\brenal\b
KIRP	Kidney	5517	junction_UBERON:0018115 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0018115	left renal pelvis	tissue							\brenal\b
KIRP	Kidney	1190	UBERON:0000081 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0000081	metanephros	tissue	embryonic	encode				0.06954433768987656	\bmetanephros\b
KIRP	Kidney	1461	UBERON:0000081 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0000081	metanephros	tissue	embryonic	encode				0.06954433768987656	\bmetanephros\b
KIRP	Kidney	5360	junction_UBERON:0000081 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0000081	metanephros	tissue							\bmetanephros\b
KIRP	Kidney	4626	usage_UBERON:0000081 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0000081	metanephros	tissue	embryonic	encode					\bmetanephros\b
KIRP	Kidney	4993	usage_UBERON:0000081 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0000081	metanephros	tissue	embryonic	encode					\bmetanephros\b
KIRP	Kidney	997	UBERON:0005270 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0005270	renal cortex interstitium	tissue	embryonic	encode				0.4723626971244812	\brenal\b
KIRP	Kidney	5489	junction_UBERON:0005270 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0005270	renal cortex interstitium	tissue							\brenal\b
KIRP	Kidney	948	UBERON:0001224 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0001224	renal pelvis	tissue	embryonic	encode				2.1799817085266113	\brenal\b
KIRP	Kidney	5399	junction_UBERON:0001224 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0001224	renal pelvis	tissue							\brenal\b
KIRP	Kidney	994	UBERON:0004539 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0004539	right kidney	tissue	embryonic	encode				1.0729928016662598	\bkidney\b;\bkidney\b
KIRP	Kidney	1012	UBERON:0018118 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0018118	right renal cortex interstitium	tissue	embryonic	encode				1.2882170677185059	\brenal\b
KIRP	Kidney	5520	junction_UBERON:0018118 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0018118	right renal cortex interstitium	tissue							\brenal\b
KIRP	Kidney	1010	UBERON:0018116 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0018116	right renal pelvis	tissue	embryonic	encode				1.0260438919067383	\brenal\b
KIRP	Kidney	5518	junction_UBERON:0018116 polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0018116	right renal pelvis	tissue							\brenal\b
KIRP	Kidney	123	UBERON:0000056 ATAC-seq	.	ATAC-seq	OutputType.ATAC	UBERON:0000056	ureter	tissue	adult	encode				0.48642194271087646	\bureter\b
KIRP	Kidney	927	UBERON:0000056 DNase-seq	.	DNase-seq	OutputType.DNASE	UBERON:0000056	ureter	tissue	adult	encode				0.7453031539916992	\bureter\b
KIRP	Kidney	1189	UBERON:0000056 total RNA-seq	+	total RNA-seq	OutputType.RNA_SEQ	UBERON:0000056	ureter	tissue	adult	encode				0.1433965563774109	\bureter\b
KIRP	Kidney	1460	UBERON:0000056 total RNA-seq	-	total RNA-seq	OutputType.RNA_SEQ	UBERON:0000056	ureter	tissue	adult	encode				0.1433965563774109	\bureter\b
KIRP	Kidney	5359	junction_UBERON:0000056 total RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0000056	ureter	tissue							\bureter\b
KIRP	Kidney	4625	usage_UBERON:0000056 total RNA-seq	+	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0000056	ureter	tissue	adult	encode					\bureter\b
KIRP	Kidney	4992	usage_UBERON:0000056 total RNA-seq	-	total RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0000056	ureter	tissue	adult	encode					\bureter\b
LAML	Myeloid	1679	UBERON:0013756 gtex Whole_Blood polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0013756	venous blood	tissue	adult	gtex	Whole_Blood			0.05588344484567642	\bblood\b;\bblood\b
LAML	Myeloid	4781	usage_UBERON:0013756 gtex Whole_Blood polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0013756	venous blood	tissue	adult	gtex	Whole_Blood				\bblood\b;\bblood\b
LAML	Myeloid	5148	usage_UBERON:0013756 gtex Whole_Blood polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0013756	venous blood	tissue	adult	gtex	Whole_Blood				\bblood\b;\bblood\b
LAML	Myeloid	5515	junction_UBERON:0013756 gtex Whole_Blood polyA plus RNA-seq			OutputType.SPLICE_JUNCTIONS	UBERON:0013756	venous blood	tissue			Whole_Blood				\bblood\b;\bblood\b
LAML	Myeloid	420	hCAGE UBERON:0002371	+	hCAGE	OutputType.CAGE	UBERON:0002371	bone marrow	tissue		fantom				23.103410720825195	\bbone marrow\b
LAML	Myeloid	693	hCAGE UBERON:0002371	-	hCAGE	OutputType.CAGE	UBERON:0002371	bone marrow	tissue		fantom				23.103410720825195	\bbone marrow\b
LGG	CNS	1636	UBERON:0001876 gtex Brain_Amygdala polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0001876	amygdala	tissue	adult	gtex	Brain_Amygdala			0.05657550320029259	\bamygdala\b
LGG	CNS	4690	usage_UBERON:0001876 gtex Brain_Amygdala polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001876	amygdala	tissue	adult	gtex	Brain_Amygdala				\bamygdala\b
LGG	CNS	5057	usage_UBERON:0001876 gtex Brain_Amygdala polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001876	amygdala	tissue	adult	gtex	Brain_Amygdala				\bamygdala\b
LGG	CNS	1640	UBERON:0002037 gtex Brain_Cerebellum polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0002037	cerebellum	tissue	adult	gtex	Brain_Cerebellum			0.05265718325972557	\bcerebellum\b;\bcerebellum\b
LGG	CNS	4698	usage_UBERON:0002037 gtex Brain_Cerebellum polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002037	cerebellum	tissue	adult	gtex	Brain_Cerebellum				\bcerebellum\b;\bcerebellum\b
LGG	CNS	5065	usage_UBERON:0002037 gtex Brain_Cerebellum polyA plus RNA-seq	-	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0002037	cerebellum	tissue	adult	gtex	Brain_Cerebellum				\bcerebellum\b;\bcerebellum\b
LGG	CNS	1633	UBERON:0001870 gtex Brain_Cortex polyA plus RNA-seq	.	polyA plus RNA-seq	OutputType.RNA_SEQ	UBERON:0001870	frontal cortex	tissue	adult	gtex	Brain_Cortex			0.043324146419763565	\bfrontal cortex\b
LGG	CNS	4684	usage_UBERON:0001870 gtex Brain_Cortex polyA plus RNA-seq	+	polyA plus RNA-seq	OutputType.SPLICE_SITE_USAGE	UBERON:0001870	frontal cortex	tissue	adult	gtex	Brain_Cortex				\bfrontal cortex\b
